camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2017-08-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",22.0,,
50081416,GREEDY POT,Manhattan,1944,ADAM CLAYTON POWELL JR BOULEVARD,,9176757676,Soul Food,2022-06-15T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,0.0,,
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2024-10-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04K,Evidence of rats or live rats in establishment's food or non-food areas.,41.0,,
50103157,Ouaga,Manhattan,2280,ADAM CLAYTON POWELL JR BOULEVARD,,9174637042,Bottled Beverages,2023-06-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",11.0,A,2023-06-17T00:00:00.000
50071847,CIRCLE LINE LIBERTY (Sat and Sun in Fall),Manhattan,PIER 83,W 42ND ST,10036,3475012682,Coffee/Tea,2024-07-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.754482838899,-73.983259509535,105.0,4.0,9600.0,,1.0,MN17,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,13.0,A,2024-07-30T00:00:00.000
50144575,DELHI MASALA INDIAN CUISINE,Manhattan,2077,ADAM CLAYTON POWELL JR BOULEVARD,,2126668600,Indian,2024-11-22T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Re-inspection,0.0,0.0,,,,,1.0,,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",,,
40399922,WHITE CASTLE,Manhattan,20922094,7TH AVE,,2126663556,Hamburgers,2021-08-25T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",19.0,,
50008241,HEALTHY BITE,Manhattan,3961,207 STREET,,9143643159,American,2022-06-07T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2022-06-07T00:00:00.000
41199571,BAR BELLY,Manhattan,14B,ORCHARD STREET,10002,9174880943,New American,2024-11-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.715214417866,-73.991714065461,103.0,1.0,1600.0,,1.0,MN27,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,26.0,B,2024-11-12T00:00:00.000
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2022-03-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,21.0,B,2022-03-09T00:00:00.000
50118379,GOLDEN DRAGON,Manhattan,2060,ADAM CLAYTON POWELL JR BOULEVARD,,6462038419,Chinese,2023-06-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,13.0,A,2023-06-12T00:00:00.000
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2023-03-15T00:00:00.000,Establishment re-opened by DOHMH.,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Reopening Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,12.0,P,2023-03-15T00:00:00.000
41164822,KARAOKE DUET 35,Manhattan,5355,WEST   35 STREET,,6464730826,Korean,2024-03-19T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",4.0,A,2024-03-19T00:00:00.000
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2023-03-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",45.0,,
50098716,EATALY NY LLC (KIOSK),Manhattan,999,BROADWAY,,3124685154,Pizza,2022-07-27T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",5.0,A,2022-07-27T00:00:00.000
50090463,NUAN XIN RICE ROLL,Manhattan,67A,ELDRIDGE ST,10002,2129200156,Asian/Asian Fusion,2023-11-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.716707639714,-73.992713119637,103.0,1.0,1600.0,,1.0,MN27,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",12.0,A,2023-11-13T00:00:00.000
50114985,FOX HARLEM,Manhattan,2224,FREDERICK DOUGLASS BOULEVARD,,9174477810,American,2024-07-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",13.0,A,2024-07-29T00:00:00.000
41199571,BAR BELLY,Manhattan,14B,ORCHARD STREET,10002,9174880943,New American,2023-03-07T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.715214417866,-73.991714065461,103.0,1.0,1600.0,,1.0,MN27,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7.0,A,2023-03-07T00:00:00.000
50105605,LALIBELA ETHIOPIAN RESTAURANT,Manhattan,2084,FREDERICK DOUGLASS BOULEVARD,,9178819775,Ethiopian,2024-02-07T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04M,Live roaches in facility's food or non-food area.,50.0,C,2024-02-07T00:00:00.000
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,2023-05-02T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:12.000,Calorie Posting / Initial Inspection,0.0,0.0,,,,,1.0,,,,,,
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2023-03-10T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,04K,Evidence of rats or live rats in establishment's food or non-food areas.,62.0,,
40879243,"HYATT, NY CENTRAL, ROOM SERVICE",Manhattan,0,& GRAND CENTRAL,,6462136774,American,2019-05-21T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",27.0,,
41098607,GEORGE'S,Manhattan,8789,GREENWICH STREET,,2122698026,American,2022-07-19T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",26.0,,
40594677,KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,American,2022-02-10T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:12.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,,,0.0,,
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2022-11-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,04M,Live roaches in facility's food or non-food area.,12.0,A,2022-11-29T00:00:00.000
41032752,DONs BOGAM,Manhattan,1517,EAST   32 STREET,,2126832200,Korean,2022-08-18T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,09B,Thawing procedure improper.,12.0,A,2022-08-18T00:00:00.000
50136624,SUBWAY,Manhattan,2793,FREDERICK DOUGLASS BOULEVARD,,3474956669,Sandwiches/Salads/Mixed Buffet,2023-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4.0,A,2023-06-23T00:00:00.000
41705768,JUKE BOX JUICE & SALAD,Manhattan,1943,ADAM CLAYTON POWELL JR BOULEVARD,,9178077870,"Juice, Smoothies, Fruit Salads",2024-12-04T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13.0,A,2024-12-04T00:00:00.000
41203533,GREAT TASTE BAKERY,Manhattan,3335,CATHERINE STREET,,6466424110,Bakery Products/Desserts,2023-07-24T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",34.0,,
41086967,IL SOLE,Manhattan,229233,DYCKMAN STREET,,2125440406,Italian,2022-04-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,25.0,,
50090463,NUAN XIN RICE ROLL,Manhattan,67A,ELDRIDGE ST,10002,2129200156,Asian/Asian Fusion,2023-11-13T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.716707639714,-73.992713119637,103.0,1.0,1600.0,,1.0,MN27,28-05,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",12.0,A,2023-11-13T00:00:00.000
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2022-04-13T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04A,Food Protection Certificate not held by supervisor of food operations.,63.0,,
50068493,TAMALES LUPITA,Manhattan,154B,E 112TH ST.,10029,3472797443,Latin American,2024-03-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.79593226893,-73.943188330875,111.0,8.0,17200.0,,1.0,MN33,02B,Hot TCS food item not held at or above 140 °F.,9.0,A,2024-03-12T00:00:00.000
50105466,LE PAIN QUOTIDIEN,Manhattan,41,W 40TH ST,10018,6462767589,Other,2022-01-26T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,40.753069376416,-73.983880673157,105.0,4.0,8400.0,,1.0,MN17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2.0,A,2022-01-26T00:00:00.000
40879243,"HYATT, NY CENTRAL, ROOM SERVICE",Manhattan,0,& GRAND CENTRAL,,6462136774,American,2020-02-14T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",5.0,A,2020-02-14T00:00:00.000
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2022-08-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,02B,Hot TCS food item not held at or above 140 °F.,24.0,,
50107108,SITA THAI KITCHEN,Manhattan,3609A,BROADWAY,10031,6469015623,Thai,2024-05-21T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.828635822501,-73.948847884257,109.0,7.0,23300.0,,1.0,MN04,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10.0,A,2024-05-21T00:00:00.000
41560849,CIRCLE LINE MANHATTAN,Manhattan,0,WEST 42 STREET,,2126308889,American,2023-11-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,1.0,,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",,,
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2017-08-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",22.0,,
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2022-04-13T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",63.0,,
41098607,GEORGE'S,Manhattan,8789,GREENWICH STREET,,2122698026,American,2022-12-07T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9.0,A,2022-12-07T00:00:00.000
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,2022-10-06T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",16.0,,
50092574,SUGAR MONK,Manhattan,2292,FREDERICK DOUGLASS BOULEVARD,,9173996930,American,2022-05-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13.0,A,2022-05-12T00:00:00.000
50144947,TRIBECA PLATE,Manhattan,119,READE ST,10013,5163158626,Other,2024-10-18T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,40.715911563243,-74.008635931899,101.0,1.0,2100.0,,1.0,MN24,05E,"Toilet facility not provided for employees or for patrons when required. Shared patron-employee toilet accessed through kitchen, food prep or storage area or utensil washing area.",48.0,C,2024-10-18T00:00:00.000
50081416,GREEDY POT,Manhattan,1944,ADAM CLAYTON POWELL JR BOULEVARD,,9176757676,Soul Food,2022-06-15T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",0.0,,
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2022-01-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,0.0,A,2022-01-24T00:00:00.000
50078940,PAINT 'N POUR' NYC,Manhattan,2080,FREDERICK DOUGLASS BOULEVARD,,2122034361,American,2023-03-04T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",34.0,N,
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,3474726265,"Juice, Smoothies, Fruit Salads",2022-09-19T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",28.0,,
41641198,URBAN VEGAN KITCHEN,Manhattan,4143,CARMINE STREET,,6464484522,Vegan,2023-01-31T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,24.0,,
50098725,SWEETGREEN,Manhattan,7,PENNSLYVANIA PLAZA,,6469924200,Salads,2022-07-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2022-07-28T00:00:00.000
50066450,CAVA MEZZE GRILL,Manhattan,325,PARK AVE S,10010,7183601815,Mediterranean,2023-07-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.740984440556,-73.985767342339,105.0,2.0,6800.0,,1.0,MN21,02B,Hot TCS food item not held at or above 140 °F.,23.0,,
50101722,UNITED FRIED CHICKEN,Manhattan,2519,ADAM CLAYTON POWELL JR BOULEVARD,,7182246030,Chicken,2022-02-02T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12.0,A,2022-02-02T00:00:00.000
50122073,ARAMARK SERVICES,Manhattan,1211,AVE AMERICAS,,6466261707,Fusion,2023-12-08T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,10.0,A,2023-12-08T00:00:00.000
40942342,LARRY FLYNT'S HUSTLER CLUB,Manhattan,639641,WEST   51 STREET,,2122472460,American,2024-11-14T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12.0,A,2024-11-14T00:00:00.000
50116753,JIMMY'S PIZZERIA,Bronx,1907,STORY AVE,10473,7182394333,Pizza,2025-01-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.824128412259,-73.859402618797,209.0,18.0,4200.0,,2.0,BX09,02B,Hot TCS food item not held at or above 140 °F.,22.0,B,2025-01-28T00:00:00.000
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,2022-01-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,02B,Hot food item not held at or above 140º F.,16.0,B,2022-01-24T00:00:00.000
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,2024-03-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,04M,Live roaches in facility's food or non-food area.,32.0,C,2024-03-22T00:00:00.000
41541993,ESTRELLITA POBLANA II,Bronx,28192821,WHITE PLAINS ROAD,,7186547652,Mexican,2022-01-11T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,04A,Food Protection Certificate not held by supervisor of food operations.,15.0,,
41569069,CHINESE FRIED CHICKEN,Bronx,13101312,LAFAYETTE AVENUE,,7188422854,Chinese,2022-06-10T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,21.0,,
50104962,EMPANADAS RD,Bronx,1971,DR MARTIN L KING JR BLVE,,3477264990,Latin American,2021-10-08T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Re-inspection,0.0,0.0,,,,,2.0,,22F,MISBRANDED AND LABELING,,,
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2023-04-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,24.0,B,2023-04-24T00:00:00.000
41541993,ESTRELLITA POBLANA II,Bronx,28192821,WHITE PLAINS ROAD,,7186547652,Mexican,2022-09-13T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",37.0,C,2022-09-13T00:00:00.000
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2022-09-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,04M,Live roaches in facility's food or non-food area.,31.0,C,2022-09-12T00:00:00.000
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2024-01-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Compliance Inspection,0.0,0.0,,,,,2.0,,02B,Hot TCS food item not held at or above 140 °F.,20.0,,
40837042,MALECON RESTAURANT,Bronx,55925594,BROADWAY,,7184325155,Latin American,2025-01-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,02B,Hot TCS food item not held at or above 140 °F.,24.0,,
50106840,SAZON STIZZY LLC,Bronx,126,W 238TH ST,10463,3475231971,Spanish,2024-03-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.883348147991,-73.897745042836,208.0,11.0,27900.0,,2.0,BX28,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",38.0,,
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2022-08-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",24.0,,
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2023-12-26T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,02B,Hot TCS food item not held at or above 140 °F.,51.0,C,2023-12-26T00:00:00.000
50104962,EMPANADAS RD,Bronx,1971,DR MARTIN L KING JR BLVE,,3477264990,Latin American,2024-03-13T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,16.0,B,2024-03-13T00:00:00.000
